# Nuclear Electric Quadrupolar moments (barns) of most common spin active nuclei
# Value set to 1 if most common nucleus is not quadrupolar
# Values taken from values taken from P. Pyykk¨o: Mol. Phys. 106 (2008) 1965-1974
# matching those used by CASTEP
# Column number matches atomic number, when 1-indexed
2.860e-3, 1.0,  -4.01e-2 , 5.288e-2, 4.059e-2, 3.327e-2 , 2.044e-2,  -2.558e-2, 1.0 , 0.10155, 0.104, 0.1994, 0.1466, 1.0, 1.0 ,  -6.78e-2, -8.165e-2, 1.0, 5.85e-2 ,  -4.08e-2, -0.220, 0.302,  -5.2e-2,  -0.150, 0.330, 0.160, 0.420, 0.162 , -0.220, 0.150, 0.107,  -0.173, 0.314, 1.0, 0.2615, 0.259 , 0.1335, 0.305,  -0.125,  -0.176 , -0.320,  -0.022,  -0.129, 0.079, 1.0 , 0.660, 1.0 , 1.0, 0.770, 1.0,  -0.543, 1.0, -0.696,  -0.114,  -3.43e-3 , 0.245, 0.200, 1.0,  -5.89e-2 ,  -0.630 , 0.740, 0.075, 2.412, 1.350 , 1.432, 2.648, 3.580, 3.565 , -1.200, 2.800, 3.490, 3.365, 3.170, 1.0, 2.070, 0.856 , 0.751, 1.0, 0.547, 0.387 , 1.0 ,  -0.269,  -0.516, 1.0, 1.0 , 0.311, 1.170, 1.210 , 1.700, 4.300,  -1.720, 4.936 , 3.386, 5.600, 4.210, 1.0, 1.0 , 1.0, 6.700, 1.0, 1.0 , 1.0, 1.0 , 1.0, 1.0 , 1.0, 1.0 , 1.0, 1.0
